web_scraper_order,web_scraper_start_url,pagination,book link,title,rating,price,stock,category,UPC,rating_word,rating_num,cluster,Genre,Genre_label
1771419023-84,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,The Story of Hong Gildong,star-rating Four,43.19,In stock (1 available),Classics,32d035df92ab9080,Four,4,3,Cluster_3,3
1771419025-85,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/the-tumor_85/index.html,The Tumor,star-rating Five,41.56,In stock (1 available),Nonfiction,6514add13c82b115,Five,5,3,Cluster_3,3
1771419027-86,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",star-rating Two,36.52,In stock (1 available),Sequential Art,dac9d1e654fac737,Two,2,0,Cluster_0,0
1771419029-87,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,The Zombie Room,star-rating Five,19.69,In stock (1 available),Default,9c96cd1329fbd82d,Five,5,1,Cluster_1,1
1771419031-88,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,This One Moment (Pushing Limits #1),star-rating One,48.71,In stock (1 available),Romance,d6d98d3508c30f57,One,1,0,Cluster_0,0
1771419034-89,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,Three Wishes (River of Time: California #1),star-rating Two,44.18,In stock (1 available),Science Fiction,460f97a346b44bac,Two,2,0,Cluster_0,0
1771419036-90,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,Travels with Charley: In Search of America,star-rating Five,57.82,In stock (1 available),Nonfiction,0268f149d014b389,Five,5,3,Cluster_3,3
1771419038-91,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html,Twenty Love Poems and a Song of Despair,star-rating Four,30.95,In stock (1 available),Poetry,e63c3f25338baf9a,Four,4,1,Cluster_1,1
1771419040-92,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html,Vampire Girl (Vampire Girl #1),star-rating Two,53.82,In stock (1 available),Fantasy,dab5e75d1339706a,Two,2,0,Cluster_0,0
1771419042-93,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,"Vampire Knight, Vol. 1 (Vampire Knight #1)",star-rating One,15.4,In stock (1 available),Paranormal,e7e87087b1a44711,One,1,2,Cluster_2,2
1771419045-94,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html,Ways of Seeing,star-rating Five,39.51,In stock (1 available),Art,66a4e422b212726a,Five,5,3,Cluster_3,3
1771419047-95,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,When I'm Gone,star-rating Three,51.96,In stock (1 available),Fiction,c5f91eb481427dc5,Three,3,3,Cluster_3,3
1771419049-96,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html,Where Lightning Strikes (Bleeding Stars #3),star-rating Three,39.77,In stock (1 available),Romance,def389ddfda6991b,Three,3,3,Cluster_3,3
1771419051-97,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html,While You Were Mine,star-rating Five,41.32,In stock (1 available),Historical Fiction,8ceb5c6aed2c5f8b,Five,5,3,Cluster_3,3
1771419053-98,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",star-rating Four,18.51,In stock (1 available),Sequential Art,09d26b5f819c6a36,Four,4,1,Cluster_1,1
1771419056-99,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),star-rating Four,52.88,In stock (2 available),Childrens,d7b463918d3b8c39,Four,4,3,Cluster_3,3
1771419058-100,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-46.html,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,"Fruits Basket, Vol. 2 (Fruits Basket #2)",star-rating Five,11.64,In stock (2 available),Sequential Art,c0db71f6bb14db11,Five,5,1,Cluster_1,1
1771419060-101,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html,Girl Online On Tour (Girl Online #2),star-rating One,53.47,In stock (2 available),Young Adult,97b8f130d32e9f4e,One,1,0,Cluster_0,0
1771419062-102,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,H is for Hawk,star-rating Five,57.42,In stock (2 available),Nonfiction,b6d3f4f4ee1f6069,Five,5,3,Cluster_3,3
1771419064-103,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,Kindle Paperwhite User's Guide,star-rating Three,34.0,In stock (2 available),Nonfiction,fb495f9f9015a772,Three,3,1,Cluster_1,1
1771419067-104,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/life_104/index.html,Life,star-rating Five,31.58,In stock (2 available),Music,637e5a45062aa548,Five,5,1,Cluster_1,1
1771419069-105,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html,New Moon (Twilight #2),star-rating Four,12.86,In stock (2 available),Young Adult,6fa3ea52c8e31e06,Four,4,1,Cluster_1,1
1771419071-106,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,"Run, Spot, Run: The Ethics of Keeping Pets",star-rating One,20.02,In stock (2 available),Philosophy,b0e479be03911916,One,1,2,Cluster_2,2
1771419073-107,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,"Saga, Volume 2 (Saga (Collected Editions) #2)",star-rating Three,11.75,In stock (2 available),Sequential Art,9189fd009df41d0e,Three,3,1,Cluster_1,1
1771419075-108,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,Sugar Rush (Offensive Line #2),star-rating One,24.42,In stock (2 available),Sports and Games,ce42e3de94226b2b,One,1,2,Cluster_2,2
1771419078-109,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,The Course of Love,star-rating Three,16.78,In stock (2 available),Fiction,f3c76b53b239f511,Three,3,1,Cluster_1,1
1771419080-110,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",star-rating One,54.81,In stock (2 available),Sequential Art,276dc716b1da8899,One,1,0,Cluster_0,0
1771419082-111,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html,The Sense of an Ending,star-rating Three,31.38,In stock (2 available),Add a comment,4130678275eb7c8c,Three,3,1,Cluster_1,1
1771419084-112,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,"The Suffragettes (Little Black Classics, #96)",star-rating Two,11.89,In stock (2 available),Nonfiction,d2185b65af52d68c,Two,2,2,Cluster_2,2
1771419086-113,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/girlboss_113/index.html,#GIRLBOSS,star-rating One,50.96,In stock (3 available),Add a comment,165affa7adb5eded,One,1,0,Cluster_0,0
1771419088-114,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,8 Keys to Mental Health Through Exercise,star-rating One,31.04,In stock (3 available),Psychology,f5873c8fc7760000,One,1,2,Cluster_2,2
1771419091-115,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,A Heartbreaking Work of Staggering Genius,star-rating Five,54.29,In stock (3 available),Autobiography,c9770bb1d5a492a0,Five,5,3,Cluster_3,3
1771419093-116,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,A Storm of Swords (A Song of Ice and Fire #3),star-rating Two,31.22,In stock (3 available),Fantasy,87beabf664115d79,Two,2,2,Cluster_2,2
1771419095-117,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,A Visit from the Goon Squad,star-rating Five,14.08,In stock (3 available),Default,5dbd6ec4e154ad2f,Five,5,1,Cluster_1,1
1771419097-118,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,A Walk in the Woods: Rediscovering America on the Appalachian Trail,star-rating Four,30.48,In stock (3 available),Nonfiction,bcee4f289ff6699c,Four,4,1,Cluster_1,1
1771419099-119,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,And Then There Were None,star-rating Two,35.01,In stock (3 available),Classics,cfe350b20d23b02b,Two,2,0,Cluster_0,0
1771419101-120,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-45.html,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html,Annie on My Mind,star-rating Five,36.83,In stock (3 available),Young Adult,7bf87402413c27ff,Five,5,3,Cluster_3,3
1771419104-121,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-44.html,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,Are We Smart Enough to Know How Smart Animals Are?,star-rating One,56.58,In stock (3 available),Nonfiction,da0349a87c8caa2f,One,1,0,Cluster_0,0
1771419106-122,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-44.html,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,Are We There Yet?,star-rating Three,10.66,In stock (3 available),Childrens,ef9c4f2465513956,Three,3,1,Cluster_1,1
1771419108-123,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-44.html,https://books.toscrape.com/catalogue/ash_123/index.html,Ash,star-rating Four,22.06,In stock (3 available),Fantasy,5d22e2a46604b6e7,Four,4,1,Cluster_1,1
1771419110-124,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-44.html,https://books.toscrape.com/catalogue/awkward_124/index.html,Awkward,star-rating Two,38.02,In stock (3 available),Sequential Art,1d89a2aa9f6ce50f,Two,2,0,Cluster_0,0
1771419112-125,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-44.html,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,Beautiful Creatures (Caster Chronicles #1),star-rating Five,21.55,In stock (3 available),Default,5439bae708bca198,Five,5,1,Cluster_1,1
1771419115-126,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-44.html,https://books.toscrape.com/catalogue/beowulf_126/index.html,Beowulf,star-rating Two,38.35,In stock (3 available),Classics,3fb69f34e178d494,Two,2,0,Cluster_0,0
1771419117-127,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-44.html,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,Best of My Love (Fool's Gold #20),star-rating Two,27.41,In stock (3 available),Romance,67dea6c75d6a1075,Two,2,2,Cluster_2,2
